FRS Id,Zip Code,Address,County,Latitude,Longitude,Total reported CO2e emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Biogenic CO2 emissions (metric tons),Plant Id,Plant Name,Plant State,AER Fuel Type Code,Total Fuel Consumption MMBtu,Net Generation (Megawatthours)
,,,,,,,,,,2,Bankhead Dam,AL,Hydro,0,-392
110000741270,36512,15300 Highway 43 North,Mobile,31.0069,-88.0103,7327725.932,7291500.2,13545.25,,3,Barry,AL,Natural Gas,806182,2345699
110000741270,36512,15300 Highway 43 North,Mobile,31.0069,-88.0103,7327725.932,7291500.2,13545.25,,3,Barry,AL,Natural Gas,45963399,4341821
110000741270,36512,15300 Highway 43 North,Mobile,31.0069,-88.0103,7327725.932,7291500.2,13545.25,,3,Barry,AL,Coal,0,0
110000741270,36512,15300 Highway 43 North,Mobile,31.0069,-88.0103,7327725.932,7291500.2,13545.25,,3,Barry,AL,Coal,32824330,3227353
110000741270,36512,15300 Highway 43 North,Mobile,31.0069,-88.0103,7327725.932,7291500.2,13545.25,,3,Barry,AL,Natural Gas,1507899,143099.03
110000741270,36512,15300 Highway 43 North,Mobile,31.0069,-88.0103,7327725.932,7291500.2,13545.25,,3,Barry,AL,Coal,4082984,406943.96
,,,,,,,,,,4,Walter Bouldin Dam,AL,Hydro,6272463,687921
110000368183,35903,1000 GOODYEAR AVE,Etowah,34.0128,-85.9708,180549.832,180366.8,83.5,,7,Gadsden,AL,Natural Gas,2583775,188877
110000367380,35580,460 GORGAS ROAD,Walker,33.6446,-87.2003,5691755.886,5646151.4,16681.5,,8,Gorgas,AL,Coal,53401128,5490646.4
110000367380,35580,460 GORGAS ROAD,Walker,33.6446,-87.2003,5691755.886,5646151.4,16681.5,,8,Gorgas,AL,Fuel Oil,72825,7241.585
110005162457,79915,651 HAWKINS BLVD,El Paso,31.7569,-106.375,41432.644,41389.9,19.5,,9,Copper,TX,Fuel Oil,0,0
110005162457,79915,651 HAWKINS BLVD,El Paso,31.7569,-106.375,41432.644,41389.9,19.5,,9,Copper,TX,Natural Gas,780895,47287
110000608398,36740,801 Steam Plant Road,Greene,32.6017,-87.7811,701169.322,700434.1,328.75,,10,Greene County,AL,Fuel Oil,148849,10825.873
110000608398,36740,801 Steam Plant Road,Greene,32.6017,-87.7811,701169.322,700434.1,328.75,,10,Greene County,AL,Natural Gas,591233,40917.127
110000608398,36740,801 Steam Plant Road,Greene,32.6017,-87.7811,701169.322,700434.1,328.75,,10,Greene County,AL,Coal,0,0
110000608398,36740,801 Steam Plant Road,Greene,32.6017,-87.7811,701169.322,700434.1,328.75,,10,Greene County,AL,Natural Gas,12153307,1121348
110000608398,36740,801 Steam Plant Road,Greene,32.6017,-87.7811,701169.322,700434.1,328.75,,10,Greene County,AL,Coal,0,0
,,,,,,,,,,11,H Neely Henry Dam,AL,Hydro,2305360,252836
,,,,,,,,,,12,Holt Dam,AL,Hydro,1539275,168817
,,,,,,,,,,13,Jordan Dam,AL,Hydro,3972958,435727
,,,,,,,,,,14,Logan Martin Dam,AL,Hydro,4061003,445383
,,,,,,,,,,15,Lay Dam,AL,Hydro,6246487,685072
,,,,,,,,,,16,Martin Dam,AL,Hydro,3177899,348530
,,,,,,,,,,17,Mitchell Dam,AL,Hydro,4953855,543305
,,,,,,,,,,18,Lewis Smith Dam,AL,Hydro,2169036,237885
,,,,,,,,,,19,Thurlow Dam,AL,Hydro,1906546,209097
,,,,,,,,,,20,Weiss Dam,AL,Hydro,2561648,280944
,,,,,,,,,,21,Yates Dam,AL,Hydro,1303801,142992
110000589097,35186,31972 HIGHWAY 25 NORTH,Shelby,33.2442,-86.4567,5183819.224,5155232.6,10628.25,,26,E C Gaston,AL,Fuel Oil,3975,176
110000589097,35186,31972 HIGHWAY 25 NORTH,Shelby,33.2442,-86.4567,5183819.224,5155232.6,10628.25,,26,E C Gaston,AL,Coal,29319309,2851865.4
110000589097,35186,31972 HIGHWAY 25 NORTH,Shelby,33.2442,-86.4567,5183819.224,5155232.6,10628.25,,26,E C Gaston,AL,Natural Gas,34184135,3235212.6
,,,,,,,,,,30,Madelia,MN,Fuel Oil,154,-206
,,,,,,,,,,30,Madelia,MN,Natural Gas,0,0
,,,,,,,,,,38,Millers Ferry,AL,Hydro,2621470,287505
,,,,,,,,,,46,Browns Ferry,AL,Nuclear,81976205,7841125
,,,,,,,,,,46,Browns Ferry,AL,Nuclear,98875245,9457539
,,,,,,,,,,46,Browns Ferry,AL,Nuclear,84673423,8099117
110000367834,35674,900 STEAM PLANT RD,Colbert,34.7439,-87.8486,54292.613,54235.4,25.625,,47,Colbert,AL,Fuel Oil,0,0
110000367834,35674,900 STEAM PLANT RD,Colbert,34.7439,-87.8486,54292.613,54235.4,25.625,,47,Colbert,AL,Natural Gas,893601,68000
,,,,,,,,,,48,Guntersville,AL,Hydro,6689468,733655
,,,,,,,,,,49,Wheeler Dam,AL,Hydro,14806037,1623825
110000450155,71052,963 POWER PLANT RD,De Soto,32.0306,-93.5692,1526999.076,1519280.2,384.5,,51,Dolet Hills,LA,Coal,17559770,1420845.4
110000450155,71052,963 POWER PLANT RD,De Soto,32.0306,-93.5692,1526999.076,1519280.2,384.5,,51,Dolet Hills,LA,Natural Gas,787468,62223.605
,,,,,,,,,,53,Gantt,AL,Hydro,8242,904
110017433375,40391,12145 IRVINE ROAD,Clark,37.8824,-84.1025,263816.884,263542,123.5,,54,J K Smith,KY,Fuel Oil,45264,3476.568
110017433375,40391,12145 IRVINE ROAD,Clark,37.8824,-84.1025,263816.884,263542,123.5,,54,J K Smith,KY,Natural Gas,5093525,390994.43
,,,,,,,,,,55,Point A,AL,Hydro,126557,13880
110056968278,36548,CARSON ROAD,Washington,31.4858,-87.9106,1339453.868,1328721.5,3925.75,,56,Charles R Lowman,AL,Coal,14703184,1245578.2
110056968278,36548,CARSON ROAD,Washington,31.4858,-87.9106,1339453.868,1328721.5,3925.75,,56,Charles R Lowman,AL,Fuel Oil,168260,11063.785
110000448249,68801,1035 W. Wildwood Drive,Hall,40.8538,-98.3481,642384.286,639240.6,213.75,,59,Platte,NE,Fuel Oil,9137,770.411
110000448249,68801,1035 W. Wildwood Drive,Hall,40.8538,-98.3481,642384.286,639240.6,213.75,,59,Platte,NE,Coal,6325030,535951.59
110001505602,68902,4520 EAST SOUTH ST,Adams,40.5806,-98.3106,1514803.296,1502938.7,4339.5,,60,Whelan Energy Center,NE,Fuel Oil,22209,1353.634
